Grid size: 100x100
Iterations: 50
Total time: 0.6447 seconds
Time per iteration: 12.8942 ms
         1178390 function calls (1161290 primitive calls) in 1.234 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
     1398    0.001    0.000    0.001    0.000 enum.py:1544(_get_value)
       72    0.000    0.000    0.001    0.000 typing.py:885(__init__)
     23/6    0.000    0.000    0.001    0.000 core.py:5202(streamline)
      270    0.000    0.000    0.001    0.000 {built-in method fromkeys}
        3    0.000    0.000    0.001    0.000 _fontconfig_pattern.py:57(comma_separated)
      635    0.000    0.000    0.001    0.000 _compiler.py:398(_simple)
      333    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
       33    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
     10/3    0.000    0.000    0.001    0.000 unicode.py:14(__get__)
      239    0.001    0.000    0.001    0.000 core.py:491(__init__)
      140    0.000    0.000    0.001    0.000 typing.py:317(_deduplicate)
       20    0.000    0.000    0.001    0.000 core.py:5788(parseImpl)
     2832    0.001    0.000    0.001    0.000 _parser.py:164(__len__)
        1    0.000    0.000    0.001    0.001 ImagePalette.py:1(<module>)
      630    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:74(__new__)
      300    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:666(_classify_pyc)
      440    0.000    0.000    0.001    0.000 {built-in method builtins.next}
      900    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
      300    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
        1    0.000    0.000    0.001    0.001 __init__.py:436(PercentStyle)
       11    0.000    0.000    0.001    0.000 typing.py:1264(__ror__)
     3210    0.001    0.000    0.001    0.000 _parser.py:256(match)
       16    0.001    0.000    0.001    0.000 <frozen abc>:110(register)
    26/14    0.000    0.000    0.001    0.000 core.py:4864(parseImpl)
       15    0.000    0.000    0.001    0.000 core.py:686(set_parse_action)
     5423    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 _cm_multivar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 actions.py:1(<module>)
       22    0.000    0.000    0.001    0.000 core.py:5936(parseImpl)
       33    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
       12    0.000    0.000    0.001    0.000 __init__.py:238(define_aliases)
        1    0.000    0.000    0.001    0.001 _twodim_base_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 axis3d.py:38(Axis)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2314(_IPv6Constants)
       28    0.000    0.000    0.001    0.000 ast.py:34(parse)
       21    0.000    0.000    0.001    0.000 core.py:264(_trim_arity)
      621    0.001    0.000    0.001    0.000 <string>:2(__init__)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
      811    0.001    0.000    0.001    0.000 enum.py:850(__setattr__)
       44    0.000    0.000    0.001    0.000 _base.py:52(__init__)
        8    0.000    0.000    0.001    0.000 core.py:3312(_generateDefaultName)
       34    0.000    0.000    0.001    0.000 ipaddress.py:2238(__init__)
        1    0.000    0.000    0.001    0.001 layout_engine.py:1(<module>)
     4243    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
      322    0.000    0.000    0.001    0.000 rcsetup.py:893(_convert_validator_spec)
        1    0.000    0.000    0.001    0.001 _type_check_impl.py:1(<module>)
     2502    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
       58    0.001    0.000    0.001    0.000 {method 'findall' of 're.Pattern' objects}
       64    0.000    0.000    0.001    0.000 core.py:5120(__init__)
        1    0.000    0.000    0.001    0.001 difflib.py:1(<module>)
     1717    0.000    0.000    0.001    0.000 _parser.py:293(tell)
      165    0.000    0.000    0.001    0.000 ast.py:419(visit_Constant)
        1    0.000    0.000    0.001    0.001 traceback.py:221(extract_stack)
     4973    0.001    0.000    0.001    0.000 artist.py:1557(<genexpr>)
     2168    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
     9351    0.001    0.000    0.001    0.000 inspect.py:2765(name)
       11    0.000    0.000    0.001    0.000 core.py:3313(charsAsStr)
        1    0.000    0.000    0.001    0.001 traceback.py:377(extract)
        1    0.000    0.000    0.001    0.001 traceback.py:399(_extract_from_extended_frame_gen)
        1    0.000    0.000    0.001    0.001 unicode.py:80(alphanums)
       33    0.000    0.000    0.001    0.000 enum.py:513(__prepare__)
     2686    0.000    0.000    0.001    0.000 util.py:217(__call__)
       62    0.000    0.000    0.001    0.000 __init__.py:869(_open_file_or_url)
       30    0.000    0.000    0.001    0.000 rcsetup.py:63(__init__)
       31    0.000    0.000    0.001    0.000 pathlib.py:1083(glob)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        2    0.000    0.000    0.001    0.000 unicode.py:55(_chars_for_ranges)
      625    0.000    0.000    0.001    0.000 <frozen posixpath>:60(isabs)
        3    0.000    0.000    0.001    0.000 warnings.py:131(filterwarnings)
        4    0.000    0.000    0.001    0.000 traceback.py:318(line)
        8    0.000    0.000    0.001    0.000 argparse.py:1458(add_argument)
        1    0.000    0.000    0.001    0.001 _mathtext_data.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _base.py:549(_AxesBase)
       25    0.000    0.000    0.001    0.000 dtypes.py:30(_add_dtype_helper)
        1    0.000    0.000    0.001    0.001 unicode.py:70(alphas)
        2    0.000    0.000    0.001    0.000 linecache.py:26(getline)
        2    0.000    0.000    0.001    0.000 linecache.py:36(getlines)
       33    0.000    0.000    0.001    0.000 contextlib.py:132(__enter__)
     2890    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.001    0.001 linecache.py:80(updatecache)
       10    0.000    0.000    0.001    0.000 extras.py:265(decorator)
        1    0.000    0.000    0.001    0.001 figure.py:118(FigureBase)
      157    0.001    0.000    0.001    0.000 rcsetup.py:70(func)
      360    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:445(cb)
        1    0.000    0.000    0.001    0.001 printoptions.py:1(<module>)
     2682    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
       20    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(exec_module)
     1926    0.000    0.000    0.001    0.000 inspect.py:371(isfunction)
      632    0.000    0.000    0.001    0.000 {built-in method builtins.delattr}
      891    0.000    0.000    0.001    0.000 colors.py:219(_is_nth_color)
        1    0.000    0.000    0.001    0.001 secrets.py:1(<module>)
       10    0.000    0.000    0.001    0.000 _docstring.py:66(__call__)
       20    0.001    0.000    0.001    0.000 {built-in method _imp.exec_builtin}
      529    0.001    0.000    0.001    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.001    0.001 TiffTags.py:1(<module>)
        1    0.000    0.000    0.001    0.001 animation.py:1(<module>)
      105    0.000    0.000    0.001    0.000 __init__.py:336(wrapper)
      630    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:82(remove)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1569(_IPv4Constants)
     5707    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
        1    0.000    0.000    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
     1558    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
  612/514    0.000    0.000    0.000    0.000 typing.py:1258(__hash__)
       37    0.000    0.000    0.000    0.000 function_base.py:27(linspace)
     1200    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
      340    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
      688    0.000    0.000    0.000    0.000 enum.py:79(_is_private)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
       86    0.000    0.000    0.000    0.000 __init__.py:259(make_alias)
     7839    0.000    0.000    0.000    0.000 inspect.py:2777(kind)
      360    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
      195    0.000    0.000    0.000    0.000 inspect.py:2001(_signature_get_user_defined_method)
       50    0.000    0.000    0.000    0.000 typing.py:361(_flatten_literal_params)
      186    0.000    0.000    0.000    0.000 typing.py:961(_is_unpacked_typevartuple)
      630    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
       13    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nanfunctions_impl.py:1(<module>)
    154/1    0.000    0.000    0.000    0.000 _mathtext_data.py:1722(_normalize_stix_fontcodes)
      289    0.000    0.000    0.000    0.000 _parser.py:372(_escape)
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
      459    0.000    0.000    0.000    0.000 _function_base_impl.py:363(iterable)
     3064    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1(<module>)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
      104    0.000    0.000    0.000    0.000 typing.py:977(_typevar_subst)
       66    0.000    0.000    0.000    0.000 inspect.py:2095(_signature_bound_method)
        1    0.000    0.000    0.000    0.000 _cm_bivar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 overrides.py:1(<module>)
       30    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
      484    0.000    0.000    0.000    0.000 __init__.py:781(__getitem__)
        2    0.000    0.000    0.000    0.000 __init__.py:522(_get_config_or_cache_dir)
      338    0.000    0.000    0.000    0.000 inspect.py:2799(__str__)
        2    0.000    0.000    0.000    0.000 dataclasses.py:568(_init_fn)
   193/93    0.000    0.000    0.000    0.000 core.py:2185(__str__)
      589    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      630    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
     10/4    0.000    0.000    0.000    0.000 core.py:4848(streamline)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
       11    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
       33    0.000    0.000    0.000    0.000 {built-in method _io.open}
      681    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
       33    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 _shape_base_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageFile.py:1(<module>)
        5    0.000    0.000    0.000    0.000 inspect.py:2158(_signature_strip_non_python_syntax)
     1041    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
      360    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
      350    0.000    0.000    0.000    0.000 function_base.py:456(_needs_add_docstring)
        1    0.000    0.000    0.000    0.000 result.py:1(<module>)
       27    0.000    0.000    0.000    0.000 core.py:6421(__init__)
     1041    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 path.py:1(<module>)
      357    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
        1    0.000    0.000    0.000    0.000 markers.py:150(MarkerStyle)
      923    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      224    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
     2031    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       50    0.000    0.000    0.000    0.000 ipaddress.py:1920(__init__)
      445    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
      146    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
       92    0.000    0.000    0.000    0.000 core.py:2673(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:845(copy)
      629    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
       58    0.000    0.000    0.000    0.000 _compiler.py:386(_mk_bitmap)
     1327    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 _enums.py:1(<module>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:638(_frozen_get_del_attr)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:1(<module>)
       30    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
     1299    0.000    0.000    0.000    0.000 __init__.py:681(_set)
      587    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
      818    0.000    0.000    0.000    0.000 typing.py:1252(__eq__)
      126    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        3    0.000    0.000    0.000    0.000 typing.py:2854(__new__)
      291    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       13    0.000    0.000    0.000    0.000 typing.py:1519(__getitem__)
     1694    0.000    0.000    0.000    0.000 unicode.py:63(<genexpr>)
       30    0.000    0.000    0.000    0.000 pathlib.py:199(_select_from)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
   114/97    0.000    0.000    0.000    0.000 typing.py:1573(__hash__)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       35    0.000    0.000    0.000    0.000 core.py:3436(__init__)
      300    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:643(_check_name_wrapper)
        8    0.000    0.000    0.000    0.000 colors.py:2563(make_norm_from_scale)
       27    0.000    0.000    0.000    0.000 inspect.py:2292(p)
